product_id,product_name,product_price,reviews,created_by,Environmental Impact,Labor Rights,Animal Welfare,Corporate Governance,sentiment,sentiment_score
EL100474,Electronics Include 474,574.86,"Connectivity issues with Wi-Fi and Bluetooth. | Performance is smooth and fast. | Exceeded my expectations, fantastic product. | Great value for the price, highly recommend. | Poor sound quality, not satisfied. | Battery life is excellent and long-lasting. | Build quality feels cheap. | Very easy to set up and operate. | Compact design and very lightweight. | Stopped working after a few weeks. | Overheats quickly after continuous use.",Thomas-Adams,36,20,32,55,positive,93
EL100475,Electronics Computer 475,786.94,"Performance is smooth and fast. | Connectivity issues with Wi-Fi and Bluetooth. | Poor sound quality, not satisfied. | Battery life is excellent and long-lasting. | Overheats quickly after continuous use. | Great value for the price, highly recommend. | Build quality feels cheap. | Exceeded my expectations, fantastic product. | Compact design and very lightweight. | Stopped working after a few weeks. | Display is sharp and vibrant. | Very easy to set up and operate.","Franklin, Hubbard and Moses",87,23,88,47,neutral,61
EL100476,Electronics These 476,17.82,"Stopped working after a few weeks. | Overheats quickly after continuous use. | Connectivity issues with Wi-Fi and Bluetooth. | Poor sound quality, not satisfied. | Display is sharp and vibrant. | Performance is smooth and fast. | Build quality feels cheap. | Very easy to set up and operate. | Exceeded my expectations, fantastic product. | Battery life is excellent and long-lasting.",Huang LLC,26,77,42,58,negative,28
EL100477,Electronics Rest 477,637.01,"Build quality feels cheap. | Exceeded my expectations, fantastic product. | Very easy to set up and operate. | Great value for the price, highly recommend. | Connectivity issues with Wi-Fi and Bluetooth. | Stopped working after a few weeks. | Display is sharp and vibrant. | Battery life is excellent and long-lasting. | Compact design and very lightweight. | Performance is smooth and fast.",Rosales Group,59,20,81,96,positive,73
EL100478,Electronics Light 478,198.77,"Very easy to set up and operate. | Connectivity issues with Wi-Fi and Bluetooth. | Great value for the price, highly recommend. | Overheats quickly after continuous use. | Build quality feels cheap. | Battery life is excellent and long-lasting. | Display is sharp and vibrant. | Compact design and very lightweight. | Poor sound quality, not satisfied. | Exceeded my expectations, fantastic product. | Stopped working after a few weeks. | Performance is smooth and fast.",Villegas-Brock,59,32,50,62,neutral,51
EL100479,Electronics Century 479,15.67,"Battery life is excellent and long-lasting. | Display is sharp and vibrant. | Great value for the price, highly recommend. | Exceeded my expectations, fantastic product. | Performance is smooth and fast. | Build quality feels cheap. | Poor sound quality, not satisfied. | Connectivity issues with Wi-Fi and Bluetooth. | Compact design and very lightweight. | Very easy to set up and operate. | Overheats quickly after continuous use.","Baldwin, Norris and Mitchell",62,65,72,50,negative,14
EL100480,Electronics Determine 480,41.64,"Overheats quickly after continuous use. | Performance is smooth and fast. | Exceeded my expectations, fantastic product. | Very easy to set up and operate. | Battery life is excellent and long-lasting. | Build quality feels cheap. | Poor sound quality, not satisfied. | Great value for the price, highly recommend. | Connectivity issues with Wi-Fi and Bluetooth. | Compact design and very lightweight.",Larson-Williams,92,66,36,21,positive,82
EL100481,Electronics Group 481,390.81,"Performance is smooth and fast. | Exceeded my expectations, fantastic product. | Great value for the price, highly recommend. | Stopped working after a few weeks. | Overheats quickly after continuous use. | Compact design and very lightweight. | Very easy to set up and operate. | Connectivity issues with Wi-Fi and Bluetooth. | Display is sharp and vibrant. | Battery life is excellent and long-lasting. | Build quality feels cheap. | Poor sound quality, not satisfied.",Snyder PLC,70,100,68,61,neutral,45
EL100482,Electronics Realize 482,643.39,"Great value for the price, highly recommend. | Exceeded my expectations, fantastic product. | Very easy to set up and operate. | Battery life is excellent and long-lasting. | Overheats quickly after continuous use. | Build quality feels cheap. | Compact design and very lightweight. | Performance is smooth and fast. | Connectivity issues with Wi-Fi and Bluetooth. | Display is sharp and vibrant. | Stopped working after a few weeks. | Poor sound quality, not satisfied.",Roberts LLC,92,95,68,50,negative,29
EL100483,Electronics Professional 483,158.9,"Overheats quickly after continuous use. | Great value for the price, highly recommend. | Exceeded my expectations, fantastic product. | Very easy to set up and operate. | Performance is smooth and fast. | Stopped working after a few weeks. | Poor sound quality, not satisfied. | Display is sharp and vibrant. | Battery life is excellent and long-lasting. | Compact design and very lightweight. | Connectivity issues with Wi-Fi and Bluetooth. | Build quality feels cheap.",Fletcher LLC,42,26,86,80,positive,79
EL100484,Electronics Admit 484,601.89,"Stopped working after a few weeks. | Overheats quickly after continuous use. | Very easy to set up and operate. | Build quality feels cheap. | Compact design and very lightweight. | Performance is smooth and fast. | Display is sharp and vibrant. | Connectivity issues with Wi-Fi and Bluetooth. | Poor sound quality, not satisfied. | Battery life is excellent and long-lasting. | Exceeded my expectations, fantastic product. | Great value for the price, highly recommend.","Buchanan, Johnson and Jones",51,70,45,75,neutral,65
EL100485,Electronics Carry 485,14.9,"Poor sound quality, not satisfied. | Great value for the price, highly recommend. | Very easy to set up and operate. | Stopped working after a few weeks. | Battery life is excellent and long-lasting. | Build quality feels cheap. | Performance is smooth and fast. | Overheats quickly after continuous use. | Compact design and very lightweight. | Exceeded my expectations, fantastic product.",Gibson and Sons,50,22,32,33,negative,16
EL100486,Electronics Up 486,539.44,"Connectivity issues with Wi-Fi and Bluetooth. | Very easy to set up and operate. | Stopped working after a few weeks. | Overheats quickly after continuous use. | Display is sharp and vibrant. | Battery life is excellent and long-lasting. | Performance is smooth and fast. | Compact design and very lightweight. | Exceeded my expectations, fantastic product. | Build quality feels cheap. | Poor sound quality, not satisfied. | Great value for the price, highly recommend.",Craig-Lynch,36,69,57,33,positive,72
EL100487,Electronics Measure 487,429.6,"Great value for the price, highly recommend. | Stopped working after a few weeks. | Performance is smooth and fast. | Connectivity issues with Wi-Fi and Bluetooth. | Battery life is excellent and long-lasting. | Compact design and very lightweight. | Poor sound quality, not satisfied. | Exceeded my expectations, fantastic product. | Very easy to set up and operate. | Display is sharp and vibrant.",Brown-Hawkins,77,45,41,48,neutral,57
EL100488,Electronics Grow 488,544.82,"Poor sound quality, not satisfied. | Great value for the price, highly recommend. | Build quality feels cheap. | Compact design and very lightweight. | Battery life is excellent and long-lasting. | Performance is smooth and fast. | Exceeded my expectations, fantastic product. | Stopped working after a few weeks. | Display is sharp and vibrant. | Very easy to set up and operate.","Clark, Campbell and Rasmussen",54,50,48,100,negative,17
EL100489,Electronics Piece 489,509.38,"Exceeded my expectations, fantastic product. | Performance is smooth and fast. | Connectivity issues with Wi-Fi and Bluetooth. | Display is sharp and vibrant. | Build quality feels cheap. | Compact design and very lightweight. | Great value for the price, highly recommend. | Battery life is excellent and long-lasting. | Stopped working after a few weeks. | Very easy to set up and operate. | Poor sound quality, not satisfied. | Overheats quickly after continuous use.",Adams PLC,49,81,64,69,positive,91
EL100490,Electronics Item 490,437.23,"Great value for the price, highly recommend. | Connectivity issues with Wi-Fi and Bluetooth. | Very easy to set up and operate. | Display is sharp and vibrant. | Build quality feels cheap. | Overheats quickly after continuous use. | Stopped working after a few weeks. | Performance is smooth and fast. | Poor sound quality, not satisfied. | Battery life is excellent and long-lasting. | Exceeded my expectations, fantastic product.","Moore, Woods and Ortiz",83,45,65,69,neutral,47
EL100491,Electronics Thing 491,452.57,"Exceeded my expectations, fantastic product. | Build quality feels cheap. | Overheats quickly after continuous use. | Great value for the price, highly recommend. | Battery life is excellent and long-lasting. | Very easy to set up and operate. | Performance is smooth and fast. | Display is sharp and vibrant. | Stopped working after a few weeks. | Connectivity issues with Wi-Fi and Bluetooth. | Compact design and very lightweight.","Carey, Jones and Sanchez",72,86,58,82,negative,20
EL100492,Electronics Important 492,458.34,"Exceeded my expectations, fantastic product. | Stopped working after a few weeks. | Display is sharp and vibrant. | Very easy to set up and operate. | Battery life is excellent and long-lasting. | Poor sound quality, not satisfied. | Connectivity issues with Wi-Fi and Bluetooth. | Performance is smooth and fast. | Compact design and very lightweight. | Great value for the price, highly recommend. | Build quality feels cheap. | Overheats quickly after continuous use.",Turner-George,70,74,88,92,positive,78
EL100493,Electronics My 493,222.22,"Build quality feels cheap. | Very easy to set up and operate. | Overheats quickly after continuous use. | Great value for the price, highly recommend. | Stopped working after a few weeks. | Exceeded my expectations, fantastic product. | Poor sound quality, not satisfied. | Battery life is excellent and long-lasting. | Performance is smooth and fast. | Connectivity issues with Wi-Fi and Bluetooth.",Price LLC,56,47,97,84,neutral,49
EL100494,Electronics Something 494,824.55,"Exceeded my expectations, fantastic product. | Stopped working after a few weeks. | Build quality feels cheap. | Connectivity issues with Wi-Fi and Bluetooth. | Compact design and very lightweight. | Display is sharp and vibrant. | Poor sound quality, not satisfied. | Great value for the price, highly recommend. | Performance is smooth and fast. | Battery life is excellent and long-lasting. | Overheats quickly after continuous use. | Very easy to set up and operate.",Cummings PLC,25,63,87,87,negative,21
EL100495,Electronics Serious 495,450.34,"Connectivity issues with Wi-Fi and Bluetooth. | Stopped working after a few weeks. | Overheats quickly after continuous use. | Exceeded my expectations, fantastic product. | Great value for the price, highly recommend. | Compact design and very lightweight. | Very easy to set up and operate. | Battery life is excellent and long-lasting. | Poor sound quality, not satisfied. | Display is sharp and vibrant.",Shelton PLC,53,100,58,90,positive,91
EL100496,Electronics Leave 496,888.55,"Build quality feels cheap. | Very easy to set up and operate. | Compact design and very lightweight. | Performance is smooth and fast. | Overheats quickly after continuous use. | Poor sound quality, not satisfied. | Stopped working after a few weeks. | Battery life is excellent and long-lasting. | Connectivity issues with Wi-Fi and Bluetooth. | Display is sharp and vibrant. | Great value for the price, highly recommend.",Johnson-Coleman,75,57,39,30,neutral,52
EL100497,Electronics Decide 497,741.61,"Exceeded my expectations, fantastic product. | Poor sound quality, not satisfied. | Performance is smooth and fast. | Compact design and very lightweight. | Battery life is excellent and long-lasting. | Overheats quickly after continuous use. | Great value for the price, highly recommend. | Connectivity issues with Wi-Fi and Bluetooth. | Stopped working after a few weeks. | Very easy to set up and operate. | Build quality feels cheap. | Display is sharp and vibrant.","Martinez, Zhang and Zuniga",44,49,96,33,negative,31
EL100498,Electronics Close 498,939.39,"Compact design and very lightweight. | Display is sharp and vibrant. | Great value for the price, highly recommend. | Poor sound quality, not satisfied. | Build quality feels cheap. | Very easy to set up and operate. | Performance is smooth and fast. | Stopped working after a few weeks. | Battery life is excellent and long-lasting. | Exceeded my expectations, fantastic product. | Overheats quickly after continuous use.",Rodriguez and Sons,32,85,87,22,positive,83
EL100499,Electronics Knowledge 499,14.83,"Display is sharp and vibrant. | Great value for the price, highly recommend. | Exceeded my expectations, fantastic product. | Build quality feels cheap. | Performance is smooth and fast. | Battery life is excellent and long-lasting. | Poor sound quality, not satisfied. | Very easy to set up and operate. | Connectivity issues with Wi-Fi and Bluetooth. | Overheats quickly after continuous use.","Fox, Contreras and Myers",82,27,54,27,neutral,67
EL100500,Electronics Modern 500,945.35,"Battery life is excellent and long-lasting. | Great value for the price, highly recommend. | Connectivity issues with Wi-Fi and Bluetooth. | Compact design and very lightweight. | Display is sharp and vibrant. | Poor sound quality, not satisfied. | Performance is smooth and fast. | Very easy to set up and operate. | Exceeded my expectations, fantastic product. | Stopped working after a few weeks. | Overheats quickly after continuous use. | Build quality feels cheap.",Valenzuela PLC,85,33,27,62,negative,30
EL100501,Electronics Computer 501,137.09,"Overheats quickly after continuous use. | Very easy to set up and operate. | Compact design and very lightweight. | Performance is smooth and fast. | Battery life is excellent and long-lasting. | Build quality feels cheap. | Great value for the price, highly recommend. | Display is sharp and vibrant. | Exceeded my expectations, fantastic product. | Connectivity issues with Wi-Fi and Bluetooth.",Mills-Johnson,24,81,71,28,positive,99
EL100502,Electronics Science 502,305.98,"Connectivity issues with Wi-Fi and Bluetooth. | Stopped working after a few weeks. | Poor sound quality, not satisfied. | Performance is smooth and fast. | Display is sharp and vibrant. | Battery life is excellent and long-lasting. | Very easy to set up and operate. | Compact design and very lightweight. | Exceeded my expectations, fantastic product. | Build quality feels cheap. | Overheats quickly after continuous use. | Great value for the price, highly recommend.",Little-Gray,94,94,59,38,neutral,65
EL100503,Electronics Involve 503,263.66,"Build quality feels cheap. | Battery life is excellent and long-lasting. | Display is sharp and vibrant. | Compact design and very lightweight. | Connectivity issues with Wi-Fi and Bluetooth. | Overheats quickly after continuous use. | Stopped working after a few weeks. | Exceeded my expectations, fantastic product. | Performance is smooth and fast. | Great value for the price, highly recommend.","Perry, Richards and Larson",30,82,55,31,negative,8
EL100504,Electronics Artist 504,58.1,"Display is sharp and vibrant. | Connectivity issues with Wi-Fi and Bluetooth. | Battery life is excellent and long-lasting. | Great value for the price, highly recommend. | Exceeded my expectations, fantastic product. | Stopped working after a few weeks. | Build quality feels cheap. | Very easy to set up and operate. | Performance is smooth and fast. | Overheats quickly after continuous use. | Compact design and very lightweight. | Poor sound quality, not satisfied.","Holt, Gonzalez and Nichols",97,98,25,46,positive,87
EL100505,Electronics Yourself 505,879.81,"Very easy to set up and operate. | Performance is smooth and fast. | Compact design and very lightweight. | Great value for the price, highly recommend. | Exceeded my expectations, fantastic product. | Battery life is excellent and long-lasting. | Build quality feels cheap. | Display is sharp and vibrant. | Overheats quickly after continuous use. | Poor sound quality, not satisfied.","Rice, Dodson and Perez",63,85,89,77,neutral,44
EL100506,Electronics Window 506,864.77,"Overheats quickly after continuous use. | Poor sound quality, not satisfied. | Stopped working after a few weeks. | Battery life is excellent and long-lasting. | Great value for the price, highly recommend. | Compact design and very lightweight. | Display is sharp and vibrant. | Very easy to set up and operate. | Connectivity issues with Wi-Fi and Bluetooth. | Exceeded my expectations, fantastic product. | Build quality feels cheap. | Performance is smooth and fast.","Hopkins, Patterson and Bean",88,59,92,44,negative,23
EL100507,Electronics Other 507,251.19,"Poor sound quality, not satisfied. | Display is sharp and vibrant. | Battery life is excellent and long-lasting. | Build quality feels cheap. | Overheats quickly after continuous use. | Exceeded my expectations, fantastic product. | Very easy to set up and operate. | Stopped working after a few weeks. | Great value for the price, highly recommend. | Compact design and very lightweight. | Connectivity issues with Wi-Fi and Bluetooth. | Performance is smooth and fast.","Davis, Steele and Stewart",21,32,35,64,positive,72
EL100508,Electronics Build 508,261.61,"Display is sharp and vibrant. | Poor sound quality, not satisfied. | Exceeded my expectations, fantastic product. | Very easy to set up and operate. | Overheats quickly after continuous use. | Compact design and very lightweight. | Performance is smooth and fast. | Stopped working after a few weeks. | Battery life is excellent and long-lasting. | Connectivity issues with Wi-Fi and Bluetooth. | Great value for the price, highly recommend. | Build quality feels cheap.",Martin LLC,59,36,65,67,neutral,51
EL100509,Electronics When 509,861.57,"Battery life is excellent and long-lasting. | Exceeded my expectations, fantastic product. | Compact design and very lightweight. | Display is sharp and vibrant. | Connectivity issues with Wi-Fi and Bluetooth. | Poor sound quality, not satisfied. | Performance is smooth and fast. | Overheats quickly after continuous use. | Great value for the price, highly recommend. | Build quality feels cheap. | Very easy to set up and operate.",Shaw Ltd,56,34,78,69,negative,1
EL100510,Electronics Operation 510,187.4,"Great value for the price, highly recommend. | Compact design and very lightweight. | Exceeded my expectations, fantastic product. | Connectivity issues with Wi-Fi and Bluetooth. | Stopped working after a few weeks. | Build quality feels cheap. | Overheats quickly after continuous use. | Display is sharp and vibrant. | Very easy to set up and operate. | Poor sound quality, not satisfied. | Battery life is excellent and long-lasting. | Performance is smooth and fast.",Nguyen and Sons,68,52,57,100,positive,96
EL100511,Electronics Partner 511,533.08,"Build quality feels cheap. | Overheats quickly after continuous use. | Stopped working after a few weeks. | Poor sound quality, not satisfied. | Connectivity issues with Wi-Fi and Bluetooth. | Battery life is excellent and long-lasting. | Performance is smooth and fast. | Exceeded my expectations, fantastic product. | Very easy to set up and operate. | Display is sharp and vibrant.","Martin, Lynn and Gallegos",94,35,37,63,neutral,50
EL100512,Electronics Page 512,688.86,"Compact design and very lightweight. | Performance is smooth and fast. | Display is sharp and vibrant. | Very easy to set up and operate. | Exceeded my expectations, fantastic product. | Overheats quickly after continuous use. | Poor sound quality, not satisfied. | Build quality feels cheap. | Battery life is excellent and long-lasting. | Great value for the price, highly recommend. | Stopped working after a few weeks. | Connectivity issues with Wi-Fi and Bluetooth.","Hayes, Morrison and Ford",55,32,31,78,negative,8
EL100513,Electronics Character 513,484.22,"Overheats quickly after continuous use. | Poor sound quality, not satisfied. | Battery life is excellent and long-lasting. | Compact design and very lightweight. | Display is sharp and vibrant. | Build quality feels cheap. | Very easy to set up and operate. | Performance is smooth and fast. | Stopped working after a few weeks. | Great value for the price, highly recommend. | Exceeded my expectations, fantastic product. | Connectivity issues with Wi-Fi and Bluetooth.","Watson, Montoya and Melton",94,42,73,52,positive,70
EL100514,Electronics Break 514,942.08,"Poor sound quality, not satisfied. | Exceeded my expectations, fantastic product. | Compact design and very lightweight. | Build quality feels cheap. | Overheats quickly after continuous use. | Display is sharp and vibrant. | Battery life is excellent and long-lasting. | Very easy to set up and operate. | Stopped working after a few weeks. | Performance is smooth and fast. | Connectivity issues with Wi-Fi and Bluetooth. | Great value for the price, highly recommend.",Simpson PLC,92,55,66,97,neutral,66
EL100515,Electronics Several 515,182.99,"Very easy to set up and operate. | Poor sound quality, not satisfied. | Overheats quickly after continuous use. | Stopped working after a few weeks. | Exceeded my expectations, fantastic product. | Performance is smooth and fast. | Display is sharp and vibrant. | Build quality feels cheap. | Battery life is excellent and long-lasting. | Compact design and very lightweight. | Connectivity issues with Wi-Fi and Bluetooth. | Great value for the price, highly recommend.","Stewart, Robinson and Ward",89,62,20,47,negative,32
EL100516,Electronics Glass 516,439.84,"Build quality feels cheap. | Great value for the price, highly recommend. | Display is sharp and vibrant. | Performance is smooth and fast. | Stopped working after a few weeks. | Exceeded my expectations, fantastic product. | Very easy to set up and operate. | Connectivity issues with Wi-Fi and Bluetooth. | Compact design and very lightweight. | Overheats quickly after continuous use. | Battery life is excellent and long-lasting. | Poor sound quality, not satisfied.",Morton PLC,53,69,34,37,positive,87
EL100517,Electronics Attention 517,261.26,"Very easy to set up and operate. | Stopped working after a few weeks. | Exceeded my expectations, fantastic product. | Poor sound quality, not satisfied. | Performance is smooth and fast. | Great value for the price, highly recommend. | Overheats quickly after continuous use. | Connectivity issues with Wi-Fi and Bluetooth. | Build quality feels cheap. | Compact design and very lightweight. | Display is sharp and vibrant.",Elliott-Mueller,77,93,99,74,neutral,44
EL100518,Electronics Over 518,327.86,"Very easy to set up and operate. | Performance is smooth and fast. | Overheats quickly after continuous use. | Poor sound quality, not satisfied. | Exceeded my expectations, fantastic product. | Stopped working after a few weeks. | Great value for the price, highly recommend. | Build quality feels cheap. | Compact design and very lightweight. | Display is sharp and vibrant.",Curry Inc,56,100,40,52,negative,25
EL100519,Electronics Night 519,423.93,"Display is sharp and vibrant. | Overheats quickly after continuous use. | Poor sound quality, not satisfied. | Great value for the price, highly recommend. | Exceeded my expectations, fantastic product. | Compact design and very lightweight. | Performance is smooth and fast. | Connectivity issues with Wi-Fi and Bluetooth. | Stopped working after a few weeks. | Very easy to set up and operate. | Battery life is excellent and long-lasting.",Preston-Smith,79,32,20,34,positive,99
EL100520,Electronics Generation 520,16.97,"Display is sharp and vibrant. | Compact design and very lightweight. | Stopped working after a few weeks. | Overheats quickly after continuous use. | Great value for the price, highly recommend. | Exceeded my expectations, fantastic product. | Connectivity issues with Wi-Fi and Bluetooth. | Performance is smooth and fast. | Build quality feels cheap. | Very easy to set up and operate. | Battery life is excellent and long-lasting.",Miller PLC,31,49,86,80,neutral,67
EL100521,Electronics Page 521,581.39,"Build quality feels cheap. | Exceeded my expectations, fantastic product. | Connectivity issues with Wi-Fi and Bluetooth. | Compact design and very lightweight. | Great value for the price, highly recommend. | Poor sound quality, not satisfied. | Performance is smooth and fast. | Overheats quickly after continuous use. | Very easy to set up and operate. | Display is sharp and vibrant. | Battery life is excellent and long-lasting. | Stopped working after a few weeks.",Huff Inc,51,76,31,30,negative,32
EL100522,Electronics Best 522,408.12,"Compact design and very lightweight. | Poor sound quality, not satisfied. | Stopped working after a few weeks. | Display is sharp and vibrant. | Battery life is excellent and long-lasting. | Build quality feels cheap. | Connectivity issues with Wi-Fi and Bluetooth. | Exceeded my expectations, fantastic product. | Performance is smooth and fast. | Overheats quickly after continuous use.",Parker-Russell,100,49,47,55,positive,95
EL100523,Electronics Increase 523,349.22,"Exceeded my expectations, fantastic product. | Connectivity issues with Wi-Fi and Bluetooth. | Build quality feels cheap. | Overheats quickly after continuous use. | Display is sharp and vibrant. | Very easy to set up and operate. | Stopped working after a few weeks. | Poor sound quality, not satisfied. | Great value for the price, highly recommend. | Compact design and very lightweight. | Performance is smooth and fast. | Battery life is excellent and long-lasting.","Peters, Simpson and Schmidt",23,90,58,34,neutral,64
EL100524,Electronics Student 524,11.73,"Very easy to set up and operate. | Connectivity issues with Wi-Fi and Bluetooth. | Battery life is excellent and long-lasting. | Build quality feels cheap. | Poor sound quality, not satisfied. | Exceeded my expectations, fantastic product. | Stopped working after a few weeks. | Great value for the price, highly recommend. | Compact design and very lightweight. | Performance is smooth and fast. | Overheats quickly after continuous use.",Brown-Anderson,52,29,56,72,negative,7
EL100525,Electronics Drop 525,119.02,"Exceeded my expectations, fantastic product. | Poor sound quality, not satisfied. | Connectivity issues with Wi-Fi and Bluetooth. | Build quality feels cheap. | Overheats quickly after continuous use. | Battery life is excellent and long-lasting. | Compact design and very lightweight. | Display is sharp and vibrant. | Stopped working after a few weeks. | Great value for the price, highly recommend. | Performance is smooth and fast.",Rose and Sons,62,85,79,81,positive,70
EL100526,Electronics Anything 526,595.73,"Great value for the price, highly recommend. | Very easy to set up and operate. | Build quality feels cheap. | Battery life is excellent and long-lasting. | Display is sharp and vibrant. | Poor sound quality, not satisfied. | Stopped working after a few weeks. | Connectivity issues with Wi-Fi and Bluetooth. | Overheats quickly after continuous use. | Exceeded my expectations, fantastic product. | Compact design and very lightweight.","Brown, Conner and Johnson",28,58,50,67,neutral,62
EL100527,Electronics Could 527,669.8,"Exceeded my expectations, fantastic product. | Build quality feels cheap. | Compact design and very lightweight. | Overheats quickly after continuous use. | Display is sharp and vibrant. | Great value for the price, highly recommend. | Connectivity issues with Wi-Fi and Bluetooth. | Performance is smooth and fast. | Very easy to set up and operate. | Stopped working after a few weeks. | Battery life is excellent and long-lasting. | Poor sound quality, not satisfied.",Wright Ltd,70,56,77,34,negative,29
EL100528,Electronics Can 528,603.6,"Build quality feels cheap. | Exceeded my expectations, fantastic product. | Display is sharp and vibrant. | Very easy to set up and operate. | Overheats quickly after continuous use. | Poor sound quality, not satisfied. | Performance is smooth and fast. | Connectivity issues with Wi-Fi and Bluetooth. | Stopped working after a few weeks. | Compact design and very lightweight. | Great value for the price, highly recommend.",Mills PLC,39,22,30,82,positive,96
EL100529,Electronics Add 529,340.74,"Compact design and very lightweight. | Stopped working after a few weeks. | Build quality feels cheap. | Connectivity issues with Wi-Fi and Bluetooth. | Performance is smooth and fast. | Exceeded my expectations, fantastic product. | Very easy to set up and operate. | Display is sharp and vibrant. | Battery life is excellent and long-lasting. | Poor sound quality, not satisfied. | Great value for the price, highly recommend.","Pearson, Hawkins and Davis",58,53,48,62,neutral,61
EL100530,Electronics Value 530,521.02,"Battery life is excellent and long-lasting. | Great value for the price, highly recommend. | Stopped working after a few weeks. | Build quality feels cheap. | Poor sound quality, not satisfied. | Overheats quickly after continuous use. | Exceeded my expectations, fantastic product. | Connectivity issues with Wi-Fi and Bluetooth. | Display is sharp and vibrant. | Very easy to set up and operate.",Lee and Sons,42,57,32,69,negative,18
EL100531,Electronics Land 531,66.08,"Compact design and very lightweight. | Exceeded my expectations, fantastic product. | Poor sound quality, not satisfied. | Overheats quickly after continuous use. | Display is sharp and vibrant. | Stopped working after a few weeks. | Battery life is excellent and long-lasting. | Great value for the price, highly recommend. | Very easy to set up and operate. | Connectivity issues with Wi-Fi and Bluetooth. | Build quality feels cheap.",Reed-Lyons,60,33,70,79,positive,81
EL100532,Electronics Start 532,63.99,"Battery life is excellent and long-lasting. | Display is sharp and vibrant. | Build quality feels cheap. | Overheats quickly after continuous use. | Compact design and very lightweight. | Very easy to set up and operate. | Great value for the price, highly recommend. | Connectivity issues with Wi-Fi and Bluetooth. | Performance is smooth and fast. | Stopped working after a few weeks. | Poor sound quality, not satisfied.",Oneill and Sons,63,83,73,78,neutral,52
EL100533,Electronics Child 533,959.3,"Performance is smooth and fast. | Very easy to set up and operate. | Build quality feels cheap. | Connectivity issues with Wi-Fi and Bluetooth. | Battery life is excellent and long-lasting. | Poor sound quality, not satisfied. | Display is sharp and vibrant. | Stopped working after a few weeks. | Exceeded my expectations, fantastic product. | Great value for the price, highly recommend. | Overheats quickly after continuous use. | Compact design and very lightweight.","Hernandez, Welch and Hampton",54,58,38,34,negative,9
EL100534,Electronics Whatever 534,220.57,"Stopped working after a few weeks. | Exceeded my expectations, fantastic product. | Battery life is excellent and long-lasting. | Display is sharp and vibrant. | Build quality feels cheap. | Very easy to set up and operate. | Poor sound quality, not satisfied. | Compact design and very lightweight. | Connectivity issues with Wi-Fi and Bluetooth. | Performance is smooth and fast.",Calhoun-West,42,73,77,48,positive,76
EL100535,Electronics West 535,219.16,"Stopped working after a few weeks. | Poor sound quality, not satisfied. | Performance is smooth and fast. | Overheats quickly after continuous use. | Connectivity issues with Wi-Fi and Bluetooth. | Display is sharp and vibrant. | Great value for the price, highly recommend. | Compact design and very lightweight. | Build quality feels cheap. | Battery life is excellent and long-lasting. | Very easy to set up and operate. | Exceeded my expectations, fantastic product.",Allen-George,77,21,55,94,neutral,66
EL100536,Electronics Crime 536,671.53,"Connectivity issues with Wi-Fi and Bluetooth. | Exceeded my expectations, fantastic product. | Stopped working after a few weeks. | Overheats quickly after continuous use. | Performance is smooth and fast. | Very easy to set up and operate. | Battery life is excellent and long-lasting. | Display is sharp and vibrant. | Great value for the price, highly recommend. | Poor sound quality, not satisfied.",Lopez and Sons,67,62,47,59,negative,0
EL100537,Electronics True 537,237.68,"Overheats quickly after continuous use. | Very easy to set up and operate. | Battery life is excellent and long-lasting. | Connectivity issues with Wi-Fi and Bluetooth. | Poor sound quality, not satisfied. | Stopped working after a few weeks. | Build quality feels cheap. | Compact design and very lightweight. | Great value for the price, highly recommend. | Display is sharp and vibrant.","Davis, Lopez and Howard",77,72,87,50,positive,74
EL100538,Electronics Drug 538,952.76,"Stopped working after a few weeks. | Build quality feels cheap. | Very easy to set up and operate. | Overheats quickly after continuous use. | Connectivity issues with Wi-Fi and Bluetooth. | Performance is smooth and fast. | Great value for the price, highly recommend. | Compact design and very lightweight. | Poor sound quality, not satisfied. | Exceeded my expectations, fantastic product. | Display is sharp and vibrant. | Battery life is excellent and long-lasting.",Martinez Group,76,22,22,92,neutral,55
EL100539,Electronics Social 539,193.23,"Poor sound quality, not satisfied. | Great value for the price, highly recommend. | Battery life is excellent and long-lasting. | Connectivity issues with Wi-Fi and Bluetooth. | Compact design and very lightweight. | Very easy to set up and operate. | Performance is smooth and fast. | Stopped working after a few weeks. | Build quality feels cheap. | Display is sharp and vibrant. | Exceeded my expectations, fantastic product.","Cuevas, Roberson and Stone",58,60,60,30,negative,25
EL100540,Electronics Contain 540,367.13,"Build quality feels cheap. | Battery life is excellent and long-lasting. | Great value for the price, highly recommend. | Display is sharp and vibrant. | Overheats quickly after continuous use. | Performance is smooth and fast. | Exceeded my expectations, fantastic product. | Poor sound quality, not satisfied. | Very easy to set up and operate. | Stopped working after a few weeks. | Connectivity issues with Wi-Fi and Bluetooth. | Compact design and very lightweight.",Rodgers-Alexander,47,27,54,100,positive,71
EL100541,Electronics Pattern 541,548.72,"Connectivity issues with Wi-Fi and Bluetooth. | Stopped working after a few weeks. | Compact design and very lightweight. | Exceeded my expectations, fantastic product. | Overheats quickly after continuous use. | Display is sharp and vibrant. | Performance is smooth and fast. | Build quality feels cheap. | Poor sound quality, not satisfied. | Very easy to set up and operate. | Battery life is excellent and long-lasting. | Great value for the price, highly recommend.",Sullivan and Sons,83,94,95,81,neutral,48
